brand_key,brand_name,region,currency,fact_name,fact_value,fact_quote,official_source,valid_from,valid_to,first_seen,last_reviewed_at,last_changed,change_detail,fetch_status
della,DELLA,US,USD,return_condition,Original operating condition with all accessories and packaging,Eligible direct purchases may be returned within 30 days in original operating condition with all accessories and packaging.,https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,return_shipping_responsibility,Customer pays for non-defect returns,"For a non-defect return such as a change of mind or incorrect order, the customer pays the return shipping costs.",https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,return_window,30 days,Eligible direct purchases may be returned within 30 days in original operating condition with all accessories and packaging.,https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,shipping_processing_time,1 business day normally; 2–4 business days in peak seasons,"DELLA lists one business day for normal processing, 2–4 business days in peak seasons, and 1–3 business days in transit after fulfillment.",https://dellahome.com/policies/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,shipping_restriction,"Alaska, Hawaii, and Puerto Rico excluded","DELLA provides free ground shipping within the 48 contiguous U.S. states; Alaska, Hawaii, and Puerto Rico are excluded.",https://dellahome.com/policies/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,shipping_transit_time,1–3 business days after fulfillment,"DELLA lists one business day for normal processing, 2–4 business days in peak seasons, and 1–3 business days in transit after fulfillment.",https://dellahome.com/policies/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,warranty_registration_requirement,Register within 100 days of purchase,Register a qualifying mini-split within 100 days of purchase to receive complimentary lifetime parts coverage. The customer pays shipping after the first year under the stated conditions.,https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,warranty_remedy,Replacement parts and their delivery may be covered in the first year,"For confirmed defects during the first year, DELLA may provide replacement parts and covers delivery of those replacement parts under the listed policy conditions.",https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,warranty_shipping_responsibility,Customer pays shipping after the first year,Register a qualifying mini-split within 100 days of purchase to receive complimentary lifetime parts coverage. The customer pays shipping after the first year under the stated conditions.,https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
della,DELLA,US,USD,warranty_term,Confirmed defects: first-year replacement-parts support; Registered qualifying mini-splits: lifetime parts coverage,"For confirmed defects during the first year, DELLA may provide replacement parts and covers delivery of those replacement parts under the listed policy conditions. Register a qualifying mini-split within 100 days of purchase to receive complimentary lifetime parts coverage. The customer pays shipping after the first year under the stated conditions.",https://dellahome.com/policies/refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
dreame,Dreame,US,USD,free_shipping_scope,Official-store orders,The same official page states fast free shipping and 30-day hassle-free returns. Product-specific conditions shown at checkout and in the return policy still apply.,https://www.dreametech.com/pages/labor-day-sale,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
dreame,Dreame,US,USD,return_window,30 days,The same official page states fast free shipping and 30-day hassle-free returns. Product-specific conditions shown at checkout and in the return policy still apply.,https://www.dreametech.com/pages/labor-day-sale,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecoflow,EcoFlow,US,USD,discount_eligibility,"Military, nurses, first responders, teachers, government, medical, and student groups","Eligible military, nurse, first-responder, teacher, government, medical, and student groups can verify through EcoFlow's official program and receive a unique checkout code.",https://us.ecoflow.com/pages/discount-program,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecoflow,EcoFlow,US,USD,eligible_group_discount,Unique checkout code,"Eligible military, nurse, first-responder, teacher, government, medical, and student groups can verify through EcoFlow's official program and receive a unique checkout code.",https://us.ecoflow.com/pages/discount-program,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecoflow,EcoFlow,US,USD,return_condition,Complete and in original packaging; product-specific terms and fees apply,"EcoFlow's U.S. return policy permits eligible official-site items to be returned complete in original packaging within 30 days of receipt, subject to fees and product-specific terms.",https://us.ecoflow.com/pages/ecoflow-return-policy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecoflow,EcoFlow,US,USD,return_window,30 days after receipt,"EcoFlow's U.S. return policy permits eligible official-site items to be returned complete in original packaging within 30 days of receipt, subject to fees and product-specific terms.",https://us.ecoflow.com/pages/ecoflow-return-policy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecovacs,ECOVACS,US,USD,coupon_offer,Four 15%-off accessory coupons,"The official coupon product provides four unique, account-bound 15%-off accessory coupons valid until June 30, 2027. Codes are emailed after purchase and cannot be stacked with each other.",https://www.ecovacs.com/us/shop/virtual/accessories-coupon-prime-day,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecovacs,ECOVACS,US,USD,coupon_stacking_rule,Accessory coupons cannot be stacked with each other,"The official coupon product provides four unique, account-bound 15%-off accessory coupons valid until June 30, 2027. Codes are emailed after purchase and cannot be stacked with each other.",https://www.ecovacs.com/us/shop/virtual/accessories-coupon-prime-day,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecovacs,ECOVACS,US,USD,coupon_usage_limit,Unique and account-bound,"The official coupon product provides four unique, account-bound 15%-off accessory coupons valid until June 30, 2027. Codes are emailed after purchase and cannot be stacked with each other.",https://www.ecovacs.com/us/shop/virtual/accessories-coupon-prime-day,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
ecovacs,ECOVACS,US,USD,coupon_validity_period,"Through June 30, 2027","The official coupon product provides four unique, account-bound 15%-off accessory coupons valid until June 30, 2027. Codes are emailed after purchase and cannot be stacked with each other.",https://www.ecovacs.com/us/shop/virtual/accessories-coupon-prime-day,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
edifier,Edifier,US,USD,discount_eligibility,Join the official Discord community using the store-account email,Join Edifier's Discord community through the official-site flow. Edifier says the first-order coupon is sent to the email associated with the store account.,https://us.edifier.com/,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
edifier,Edifier,US,USD,first_order_discount,10%,Join Edifier's Discord community through the official-site flow. Edifier says the first-order coupon is sent to the email associated with the store account.,https://us.edifier.com/,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
edifier,Edifier,US,USD,return_condition,Original condition with accessories and packaging,Edifier's official FAQ states that eligible items can be returned within 30 days of delivery in original condition with accessories and packaging.,https://us.edifier.com/pages/faq,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
edifier,Edifier,US,USD,return_window,30 days after delivery,Edifier's official FAQ states that eligible items can be returned within 30 days of delivery in original condition with accessories and packaging.,https://us.edifier.com/pages/faq,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
elegoo,ELEGOO,US,USD,coupon_offer,$20 off with code EKSMS20,Enter EKSMS20 at checkout for $20 off an order over $300. ELEGOO states that the code is single-use and cannot be combined with other promotions.,https://us.elegoo.com/collections/subscriber-exclusive-offer-copy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
elegoo,ELEGOO,US,USD,coupon_stacking_rule,Cannot be combined with other promotions,Enter EKSMS20 at checkout for $20 off an order over $300. ELEGOO states that the code is single-use and cannot be combined with other promotions.,https://us.elegoo.com/collections/subscriber-exclusive-offer-copy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
elegoo,ELEGOO,US,USD,coupon_usage_limit,Single use,Enter EKSMS20 at checkout for $20 off an order over $300. ELEGOO states that the code is single-use and cannot be combined with other promotions.,https://us.elegoo.com/collections/subscriber-exclusive-offer-copy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
elegoo,ELEGOO,US,USD,discount_threshold,Order over $300,Enter EKSMS20 at checkout for $20 off an order over $300. ELEGOO states that the code is single-use and cannot be combined with other promotions.,https://us.elegoo.com/collections/subscriber-exclusive-offer-copy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
eufy,eufy,US,USD,coupon_stacking_rule,Cannot be combined with another discount code,"Sign up through eufy's official U.S. discount page, then enter the displayed code at checkout. The official terms say it is single-use, valid for 14 days from the email, non-stackable, and excludes accessories.",https://us.eufy.com/pages/exclusive-discounts-4,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
eufy,eufy,US,USD,coupon_usage_limit,Single use,"Sign up through eufy's official U.S. discount page, then enter the displayed code at checkout. The official terms say it is single-use, valid for 14 days from the email, non-stackable, and excludes accessories.",https://us.eufy.com/pages/exclusive-discounts-4,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
eufy,eufy,US,USD,coupon_validity_period,14 days after the email,"Sign up through eufy's official U.S. discount page, then enter the displayed code at checkout. The official terms say it is single-use, valid for 14 days from the email, non-stackable, and excludes accessories.",https://us.eufy.com/pages/exclusive-discounts-4,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
eufy,eufy,US,USD,discount_scope,Accessories excluded,"Sign up through eufy's official U.S. discount page, then enter the displayed code at checkout. The official terms say it is single-use, valid for 14 days from the email, non-stackable, and excludes accessories.",https://us.eufy.com/pages/exclusive-discounts-4,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
eufy,eufy,US,USD,member_discount,New-member coupons after account registration and activation,Register and activate an official eufy member account to unlock the currently offered member coupons. Multiple discount codes cannot be combined on one order.,https://www.eufy.com/new-member-exclusive-deals,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
eufy,eufy,US,USD,signup_discount,Code WSNSQGYIEI,"Sign up through eufy's official U.S. discount page, then enter the displayed code at checkout. The official terms say it is single-use, valid for 14 days from the email, non-stackable, and excludes accessories.",https://us.eufy.com/pages/exclusive-discounts-4,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
garmin,Garmin,US,USD,public_coupon,,"Use Garmin's U.S. promotions hub to check the products, dates, and eligibility shown for each current offer. No general public code is claimed here.",https://www.garmin.com/en-US/c/promotions/,,,2026-09-12,2026-09-12,2026-09-12,initial publication,UNVERIFIED
iscooter,iScooter,US,USD,discount_eligibility,"Medical, military, nonprofit or government, first responder, student, and teacher groups","Eligible medical providers, military members, nonprofit or government purchasers, first responders, students, and teachers can verify through VerifyPass for a one-time code on selected scooters.",https://www.iscooterglobal.com/pages/exclusive-discounts,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,eligible_group_discount,5% one-time code on selected scooters,"Eligible medical providers, military members, nonprofit or government purchasers, first responders, students, and teachers can verify through VerifyPass for a one-time code on selected scooters.",https://www.iscooterglobal.com/pages/exclusive-discounts,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,exchange_window,14 days,"Non-quality exchanges are limited to 14 days and require an unused, unopened, unworn scooter with fewer than 10 miles on the odometer.",https://www.iscooterglobal.com/pages/return-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,free_shipping_scope,Accessories,Accessories ship free and typically arrive in 3–10 working days; accessories ordered with a scooter may arrive separately.,https://www.iscooterglobal.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,restocking_fee,25% may apply to non-quality returns,Returns and refunds must be completed within 30 days of receipt. Non-quality returns can incur return shipping and a 25% restocking fee.,https://www.iscooterglobal.com/pages/return-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,return_condition,"Unused, unopened, unworn, and fewer than 10 odometer miles for non-quality exchange","Non-quality exchanges are limited to 14 days and require an unused, unopened, unworn scooter with fewer than 10 miles on the odometer.",https://www.iscooterglobal.com/pages/return-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,return_shipping_responsibility,Customer may pay for non-quality returns,Returns and refunds must be completed within 30 days of receipt. Non-quality returns can incur return shipping and a 25% restocking fee.,https://www.iscooterglobal.com/pages/return-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,return_window,30 days after receipt,Returns and refunds must be completed within 30 days of receipt. Non-quality returns can incur return shipping and a 25% restocking fee.,https://www.iscooterglobal.com/pages/return-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,shipping_destination_scope,United States only,iScooter lists U.S.-only ground shipping with typical scooter delivery in 2–5 business days; not every product qualifies for free shipping.,https://www.iscooterglobal.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,shipping_method,Ground shipping,iScooter lists U.S.-only ground shipping with typical scooter delivery in 2–5 business days; not every product qualifies for free shipping.,https://www.iscooterglobal.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,shipping_transit_time,Scooters: 2–5 business days; Accessories: 3–10 working days,iScooter lists U.S.-only ground shipping with typical scooter delivery in 2–5 business days; not every product qualifies for free shipping. Accessories ship free and typically arrive in 3–10 working days; accessories ordered with a scooter may arrive separately.,https://www.iscooterglobal.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,warranty_scope,Original material and workmanship defects; consumables excluded,Scooters and hoverboards include 12 months of coverage for original material and workmanship defects from physical receipt; proof of purchase is required and consumables are excluded.,https://www.iscooterglobal.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
